cause_icd10,n_male,n_female,n_persons,crude_rate_male,crude_rate_female,crude_rate_persons,asr_male,asr_female,asr_persons,ypll_male,ypll_female,ypll_persons,state,state_abbr,year,icd10_code,cause_name,is_chapter,is_total
Single delivery by forceps and vacuum extractor (O81),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,O81,Single delivery by forceps and vacuum extractor,FALSE,FALSE
Single delivery by caesarean section (O82),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,O82,Single delivery by caesarean section,FALSE,FALSE
Other assisted single delivery (O83),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,O83,Other assisted single delivery,FALSE,FALSE
Multiple delivery (O84),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,O84,Multiple delivery,FALSE,FALSE
Complications predominantly related to the puerperium (O85-O92),0,1,1,NA,NA,NA,NA,NA,NA,—,np,np,Australia,AUS,2024,O85-O92,Complications predominantly related to the puerperium,FALSE,FALSE
Puerperal sepsis (O85),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,O85,Puerperal sepsis,FALSE,FALSE
Other puerperal infections (O86),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,O86,Other puerperal infections,FALSE,FALSE
Venous complications in the puerperium (O87),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,O87,Venous complications in the puerperium,FALSE,FALSE
Obstetric embolism (O88),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,O88,Obstetric embolism,FALSE,FALSE
Complications of anaesthesia during the puerperium (O89),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,O89,Complications of anaesthesia during the puerperium,FALSE,FALSE
"Complications of the puerperium, not elsewhere classified (O90)",0,1,1,NA,NA,NA,NA,NA,NA,—,np,np,Australia,AUS,2024,O90,"Complications of the puerperium, not elsewhere classified",FALSE,FALSE
Infections of breast associated with childbirth (O91),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,O91,Infections of breast associated with childbirth,FALSE,FALSE
Other disorders of breast and lactation associated with childbirth (O92),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,O92,Other disorders of breast and lactation associated with childbirth,FALSE,FALSE
Other obstetric conditions (O95-O99),0,2,2,NA,NA,NA,NA,NA,NA,—,np,np,Australia,AUS,2024,O95-O99,Other obstetric conditions,FALSE,FALSE
Obstetric death of unspecified cause (O95),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,O95,Obstetric death of unspecified cause,FALSE,FALSE
Death from any obstetric cause occurring more than 42 days but less than one year after delivery (O96),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,O96,Death from any obstetric cause occurring more than 42 days but less than one year after delivery,FALSE,FALSE
Death from sequelae of direct obstetric causes (O97),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,O97,Death from sequelae of direct obstetric causes,FALSE,FALSE
"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium (O98)",0,1,1,NA,NA,NA,NA,NA,NA,—,np,np,Australia,AUS,2024,O98,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",FALSE,FALSE
"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium (O99)",0,1,1,NA,NA,NA,NA,NA,NA,—,np,np,Australia,AUS,2024,O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",FALSE,FALSE
CHAPTER XVI Certain conditions originating in the perinatal period (P00-P96),313,253,566,2.3,1.8,2.1,2.7,2.3,2.5,np,np,427,Australia,AUS,2024,P00-P96,CHAPTER XVI Certain conditions originating in the perinatal period,TRUE,FALSE
"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery (P00-P04)",168,134,302,1.2,1,1.1,1.5,1.2,1.4,—,np,np,Australia,AUS,2024,P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",FALSE,FALSE
Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy (P00),18,25,43,0.1,0.2,0.2,NA,0.2,0.2,—,—,—,Australia,AUS,2024,P00,Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,FALSE,FALSE
Fetus and newborn affected by maternal complications of pregnancy (P01),69,48,117,0.5,0.4,0.4,0.6,0.4,0.5,—,—,—,Australia,AUS,2024,P01,Fetus and newborn affected by maternal complications of pregnancy,FALSE,FALSE
"Fetus and newborn affected by complications of placenta, cord and membranes (P02)",47,48,95,0.3,0.4,0.3,0.4,0.4,0.4,—,np,np,Australia,AUS,2024,P02,"Fetus and newborn affected by complications of placenta, cord and membranes",FALSE,FALSE
Fetus and newborn affected by other complications of labour and delivery (P03),34,12,46,0.3,0.1,0.2,0.3,NA,0.2,—,—,—,Australia,AUS,2024,P03,Fetus and newborn affected by other complications of labour and delivery,FALSE,FALSE
Fetus and newborn affected by noxious influences transmitted via placenta or breast milk (P04),0,1,1,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P04,Fetus and newborn affected by noxious influences transmitted via placenta or breast milk,FALSE,FALSE
Disorders related to length of gestation and fetal growth (P05-P08),22,28,50,0.2,0.2,0.2,0.2,0.3,0.2,—,—,—,Australia,AUS,2024,P05-P08,Disorders related to length of gestation and fetal growth,FALSE,FALSE
Slow fetal growth and fetal malnutrition (P05),1,3,4,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P05,Slow fetal growth and fetal malnutrition,FALSE,FALSE
"Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",21,25,46,0.2,0.2,0.2,0.2,0.2,0.2,—,—,—,Australia,AUS,2024,P07,"Disorders related to short gestation and low birth weight, not elsewhere classified",FALSE,FALSE
Disorders related to long gestation and high birth weight (P08),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P08,Disorders related to long gestation and high birth weight,FALSE,FALSE
Birth trauma (P10-P15),0,1,1,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P10-P15,Birth trauma,FALSE,FALSE
Intracranial laceration and haemorrhage due to birth injury (P10),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P10,Intracranial laceration and haemorrhage due to birth injury,FALSE,FALSE
Other birth injuries to central nervous system (P11),0,1,1,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P11,Other birth injuries to central nervous system,FALSE,FALSE
Birth injury to scalp (P12),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P12,Birth injury to scalp,FALSE,FALSE
Birth injury to skeleton (P13),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P13,Birth injury to skeleton,FALSE,FALSE
Birth injury to peripheral nervous system (P14),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P14,Birth injury to peripheral nervous system,FALSE,FALSE
Other birth injuries (P15),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P15,Other birth injuries,FALSE,FALSE
Respiratory and cardiovascular disorders specific to the perinatal period (P20-P29),25,16,41,0.2,0.1,0.2,0.2,NA,0.2,np,np,np,Australia,AUS,2024,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,FALSE,FALSE
Intrauterine hypoxia (P20),1,0,1,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P20,Intrauterine hypoxia,FALSE,FALSE
Birth asphyxia (P21),2,0,2,NA,NA,NA,NA,NA,NA,np,—,np,Australia,AUS,2024,P21,Birth asphyxia,FALSE,FALSE
Respiratory distress of newborn (P22),3,2,5,NA,NA,NA,NA,NA,NA,—,np,np,Australia,AUS,2024,P22,Respiratory distress of newborn,FALSE,FALSE
Congenital pneumonia (P23),1,0,1,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P23,Congenital pneumonia,FALSE,FALSE
Neonatal aspiration syndromes (P24),2,2,4,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P24,Neonatal aspiration syndromes,FALSE,FALSE
Interstitial emphysema and related conditions originating in the perinatal period (P25),2,2,4,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P25,Interstitial emphysema and related conditions originating in the perinatal period,FALSE,FALSE
Pulmonary haemorrhage originating in the perinatal period (P26),1,1,2,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P26,Pulmonary haemorrhage originating in the perinatal period,FALSE,FALSE
Chronic respiratory disease originating in the perinatal period (P27),6,0,6,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P27,Chronic respiratory disease originating in the perinatal period,FALSE,FALSE
Other respiratory conditions originating in the perinatal period (P28),3,4,7,NA,NA,NA,NA,NA,NA,np,—,np,Australia,AUS,2024,P28,Other respiratory conditions originating in the perinatal period,FALSE,FALSE
Cardiovascular disorders originating in the perinatal period (P29),4,5,9,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P29,Cardiovascular disorders originating in the perinatal period,FALSE,FALSE
Infections specific to the perinatal period (P35-P39),19,11,30,0.1,0.1,0.1,NA,NA,0.1,np,np,np,Australia,AUS,2024,P35-P39,Infections specific to the perinatal period,FALSE,FALSE
Congenital viral diseases (P35),5,4,9,NA,NA,NA,NA,NA,NA,np,np,np,Australia,AUS,2024,P35,Congenital viral diseases,FALSE,FALSE
Bacterial sepsis of newborn (P36),13,6,19,0.1,NA,0.1,NA,NA,NA,—,—,—,Australia,AUS,2024,P36,Bacterial sepsis of newborn,FALSE,FALSE
Other congenital infectious and parasitic diseases (P37),0,1,1,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P37,Other congenital infectious and parasitic diseases,FALSE,FALSE
Omphalitis of newborn with or without mild haemorrhage (P38),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P38,Omphalitis of newborn with or without mild haemorrhage,FALSE,FALSE
Other infections specific to the perinatal period (P39),1,0,1,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P39,Other infections specific to the perinatal period,FALSE,FALSE
Haemorrhagic and haematological disorders of fetus and newborn (P50-P61),15,19,34,0.1,0.1,0.1,NA,NA,0.2,—,np,np,Australia,AUS,2024,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn,FALSE,FALSE
Fetal blood loss (P50),0,2,2,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P50,Fetal blood loss,FALSE,FALSE
Umbilical haemorrhage of newborn (P51),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P51,Umbilical haemorrhage of newborn,FALSE,FALSE
Intracranial nontraumatic haemorrhage of fetus and newborn (P52),14,15,29,0.1,0.1,0.1,NA,NA,0.1,—,np,np,Australia,AUS,2024,P52,Intracranial nontraumatic haemorrhage of fetus and newborn,FALSE,FALSE
Haemorrhagic disease of fetus and newborn (P53),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P53,Haemorrhagic disease of fetus and newborn,FALSE,FALSE
Other neonatal haemorrhages (P54),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P54,Other neonatal haemorrhages,FALSE,FALSE
Haemolytic disease of fetus and newborn (P55),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P55,Haemolytic disease of fetus and newborn,FALSE,FALSE
Hydrops fetalis due to haemolytic disease (P56),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P56,Hydrops fetalis due to haemolytic disease,FALSE,FALSE
Kernicterus (P57),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P57,Kernicterus,FALSE,FALSE
Neonatal jaundice due to other excessive haemolysis (P58),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P58,Neonatal jaundice due to other excessive haemolysis,FALSE,FALSE
Neonatal jaundice from other and unspecified causes (P59),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P59,Neonatal jaundice from other and unspecified causes,FALSE,FALSE
Disseminated intravascular coagulation of fetus and newborn (P60),0,1,1,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P60,Disseminated intravascular coagulation of fetus and newborn,FALSE,FALSE
Other perinatal haematological disorders (P61),1,1,2,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P61,Other perinatal haematological disorders,FALSE,FALSE
Transitory endocrine and metabolic disorders specific to fetus and newborn (P70-P74),0,2,2,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P70-P74,Transitory endocrine and metabolic disorders specific to fetus and newborn,FALSE,FALSE
Transitory disorders of carbohydrate metabolism specific to fetus and newborn (P70),0,2,2,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P70,Transitory disorders of carbohydrate metabolism specific to fetus and newborn,FALSE,FALSE
Transitory neonatal disorders of calcium and magnesium metabolism (P71),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P71,Transitory neonatal disorders of calcium and magnesium metabolism,FALSE,FALSE
Other transitory neonatal endocrine disorders (P72),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P72,Other transitory neonatal endocrine disorders,FALSE,FALSE
Other transitory neonatal electrolyte and metabolic disturbances (P74),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P74,Other transitory neonatal electrolyte and metabolic disturbances,FALSE,FALSE
Digestive system disorders of fetus and newborn (P75-P78),14,5,19,0.1,NA,0.1,NA,NA,NA,—,—,—,Australia,AUS,2024,P75-P78,Digestive system disorders of fetus and newborn,FALSE,FALSE
Other intestinal obstruction of newborn (P76),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P76,Other intestinal obstruction of newborn,FALSE,FALSE
Necrotizing enterocolitis of fetus and newborn (P77),9,4,13,0.1,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P77,Necrotizing enterocolitis of fetus and newborn,FALSE,FALSE
Other perinatal digestive system disorders (P78),5,1,6,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P78,Other perinatal digestive system disorders,FALSE,FALSE
Conditions involving the integument and temperature regulation of fetus and newborn (P80-P83),2,7,9,NA,0.1,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P80-P83,Conditions involving the integument and temperature regulation of fetus and newborn,FALSE,FALSE
Hypothermia of newborn (P80),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P80,Hypothermia of newborn,FALSE,FALSE
Other disturbances of temperature regulation of newborn (P81),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P81,Other disturbances of temperature regulation of newborn,FALSE,FALSE
Other conditions of integument specific to fetus and newborn (P83),2,7,9,NA,0.1,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P83,Other conditions of integument specific to fetus and newborn,FALSE,FALSE
Other disorders originating in the perinatal period (P90-P96),48,30,78,0.4,0.2,0.3,0.4,0.3,0.4,—,—,—,Australia,AUS,2024,P90-P96,Other disorders originating in the perinatal period,FALSE,FALSE
Convulsions of newborn (P90),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P90,Convulsions of newborn,FALSE,FALSE
Other disturbances of cerebral status of newborn (P91),8,9,17,0.1,0.1,0.1,NA,NA,NA,—,—,—,Australia,AUS,2024,P91,Other disturbances of cerebral status of newborn,FALSE,FALSE
Feeding problems of newborn (P92),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P92,Feeding problems of newborn,FALSE,FALSE
Reactions and intoxications due to drugs administered to fetus and newborn (P93),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P93,Reactions and intoxications due to drugs administered to fetus and newborn,FALSE,FALSE
Disorders of muscle tone of newborn (P94),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P94,Disorders of muscle tone of newborn,FALSE,FALSE
Fetal death of unspecified cause (P95),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,P95,Fetal death of unspecified cause,FALSE,FALSE
Other conditions originating in the perinatal period (P96),40,21,61,0.3,0.2,0.2,0.4,0.2,0.3,—,—,—,Australia,AUS,2024,P96,Other conditions originating in the perinatal period,FALSE,FALSE
"CHAPTER XVII Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",333,317,650,2.5,2.3,2.4,2.5,2.3,2.4,5593,5554,11119,Australia,AUS,2024,Q00-Q99,"CHAPTER XVII Congenital malformations, deformations and chromosomal abnormalities",TRUE,FALSE
Congenital malformations of the nervous system (Q00-Q07),31,24,55,0.2,0.2,0.2,0.2,0.2,0.2,621,571,1194,Australia,AUS,2024,Q00-Q07,Congenital malformations of the nervous system,FALSE,FALSE
Anencephaly and similar malformations (Q00),7,3,10,0.1,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,Q00,Anencephaly and similar malformations,FALSE,FALSE
Encephalocele (Q01),0,1,1,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,Q01,Encephalocele,FALSE,FALSE
Microcephaly (Q02),0,2,2,NA,NA,NA,NA,NA,NA,—,np,np,Australia,AUS,2024,Q02,Microcephaly,FALSE,FALSE
Congenital hydrocephalus (Q03),5,3,8,NA,NA,NA,NA,NA,NA,np,—,np,Australia,AUS,2024,Q03,Congenital hydrocephalus,FALSE,FALSE
Other congenital malformations of brain (Q04),9,6,15,0.1,NA,0.1,NA,NA,NA,np,np,420,Australia,AUS,2024,Q04,Other congenital malformations of brain,FALSE,FALSE
Spina bifida (Q05),8,5,13,0.1,NA,NA,NA,NA,NA,106,158,264,Australia,AUS,2024,Q05,Spina bifida,FALSE,FALSE
Other congenital malformations of spinal cord (Q06),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,Q06,Other congenital malformations of spinal cord,FALSE,FALSE
Other congenital malformations of nervous system (Q07),2,4,6,NA,NA,NA,NA,NA,NA,np,np,288,Australia,AUS,2024,Q07,Other congenital malformations of nervous system,FALSE,FALSE
"Congenital malformations of eye, ear, face and neck (Q10-Q18)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,Q10-Q18,"Congenital malformations of eye, ear, face and neck",FALSE,FALSE
"Congenital malformations of eyelid, lacrimal apparatus and orbit (Q10)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,Q10,"Congenital malformations of eyelid, lacrimal apparatus and orbit",FALSE,FALSE
"Anophthalmos, microphthalmos and macrophthalmos (Q11)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,Q11,"Anophthalmos, microphthalmos and macrophthalmos",FALSE,FALSE
Congenital lens malformations (Q12),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,Q12,Congenital lens malformations,FALSE,FALSE
Congenital malformations of anterior segment of eye (Q13),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,Q13,Congenital malformations of anterior segment of eye,FALSE,FALSE
Congenital malformations of posterior segment of eye (Q14),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,Q14,Congenital malformations of posterior segment of eye,FALSE,FALSE
Other congenital malformations of eye (Q15),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,Q15,Other congenital malformations of eye,FALSE,FALSE
Congenital malformations of ear causing impairment of hearing (Q16),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,Q16,Congenital malformations of ear causing impairment of hearing,FALSE,FALSE
Other congenital malformations of ear (Q17),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,Q17,Other congenital malformations of ear,FALSE,FALSE
Other congenital malformations of face and neck (Q18),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,Q18,Other congenital malformations of face and neck,FALSE,FALSE
Congenital malformations of the circulatory system (Q20-Q28),86,84,170,0.6,0.6,0.6,0.6,0.6,0.6,1627,1260,2875,Australia,AUS,2024,Q20-Q28,Congenital malformations of the circulatory system,FALSE,FALSE
Congenital malformations of cardiac chambers and connections (Q20),5,7,12,NA,0.1,NA,NA,NA,NA,np,np,np,Australia,AUS,2024,Q20,Congenital malformations of cardiac chambers and connections,FALSE,FALSE
Congenital malformations of cardiac septa (Q21),17,20,37,0.1,0.1,0.1,NA,0.1,0.1,299,330,633,Australia,AUS,2024,Q21,Congenital malformations of cardiac septa,FALSE,FALSE
Congenital malformations of pulmonary and tricuspid valves (Q22),5,4,9,NA,NA,NA,NA,NA,NA,np,np,np,Australia,AUS,2024,Q22,Congenital malformations of pulmonary and tricuspid valves,FALSE,FALSE
Congenital malformations of aortic and mitral valves (Q23),20,11,31,0.1,0.1,0.1,0.2,NA,0.1,521,129,652,Australia,AUS,2024,Q23,Congenital malformations of aortic and mitral valves,FALSE,FALSE
Other congenital malformations of heart (Q24),23,24,47,0.2,0.2,0.2,0.2,0.2,0.2,419,480,890,Australia,AUS,2024,Q24,Other congenital malformations of heart,FALSE,FALSE
Congenital malformations of great arteries (Q25),4,11,15,NA,0.1,0.1,NA,NA,NA,np,np,np,Australia,AUS,2024,Q25,Congenital malformations of great arteries,FALSE,FALSE
