cause_icd10,unit,mc_count_male,mc_count_female,mc_count_persons,mc_asr_male,mc_asr_female,mc_asr_persons,icd10_code,cause_name,is_chapter,is_total
Mononeuropathies of lower limb (G57),no.,2,4,6,NA,NA,NA,G57,Mononeuropathies of lower limb,FALSE,FALSE
Other mononeuropathies (G58),no.,9,5,14,NA,NA,NA,G58,Other mononeuropathies,FALSE,FALSE
Polyneuropathies and other disorders of the peripheral nervous system (G60-G64),no.,240,200,440,1.4,1,1.2,G60-G64,Polyneuropathies and other disorders of the peripheral nervous system,FALSE,FALSE
Hereditary and idiopathic neuropathy (G60),no.,25,11,36,0.2,NA,0.1,G60,Hereditary and idiopathic neuropathy,FALSE,FALSE
Inflammatory polyneuropathy (G61),no.,51,38,89,0.3,0.2,0.2,G61,Inflammatory polyneuropathy,FALSE,FALSE
Other polyneuropathies (G62),no.,165,150,315,1,0.7,0.9,G62,Other polyneuropathies,FALSE,FALSE
Other disorders of peripheral nervous system (G64),no.,0,1,1,NA,NA,NA,G64,Other disorders of peripheral nervous system,FALSE,FALSE
Diseases of myoneural junction and muscle (G70-G73),no.,273,195,468,1.7,1.1,1.4,G70-G73,Diseases of myoneural junction and muscle,FALSE,FALSE
Myasthenia gravis and other myoneural disorders (G70),no.,88,73,161,0.5,0.4,0.4,G70,Myasthenia gravis and other myoneural disorders,FALSE,FALSE
Primary disorders of muscles (G71),no.,114,76,190,0.8,0.5,0.6,G71,Primary disorders of muscles,FALSE,FALSE
Other myopathies (G72),no.,73,46,119,0.4,0.2,0.3,G72,Other myopathies,FALSE,FALSE
Cerebral palsy and other paralytic syndromes (G80-G83),no.,377,281,658,2.4,1.6,2,G80-G83,Cerebral palsy and other paralytic syndromes,FALSE,FALSE
Cerebral palsy (G80),no.,130,120,250,0.9,0.8,0.9,G80,Cerebral palsy,FALSE,FALSE
Hemiplegia (G81),no.,90,83,173,0.5,0.4,0.5,G81,Hemiplegia,FALSE,FALSE
Paraplegia and tetraplegia (G82),no.,138,59,197,0.8,0.3,0.6,G82,Paraplegia and tetraplegia,FALSE,FALSE
Other paralytic syndromes (G83),no.,25,24,49,0.1,0.1,0.1,G83,Other paralytic syndromes,FALSE,FALSE
Other disorders of the nervous system (G90-G99),no.,1410,858,2268,9.1,4.9,6.9,G90-G99,Other disorders of the nervous system,FALSE,FALSE
Disorders of autonomic nervous system (G90),no.,57,25,82,0.4,0.1,0.2,G90,Disorders of autonomic nervous system,FALSE,FALSE
Hydrocephalus (G91),no.,151,128,279,0.9,0.7,0.8,G91,Hydrocephalus,FALSE,FALSE
Toxic encephalopathy (G92),no.,8,2,10,NA,NA,NA,G92,Toxic encephalopathy,FALSE,FALSE
Other disorders of brain (G93),no.,1030,586,1616,6.7,3.5,5.1,G93,Other disorders of brain,FALSE,FALSE
Other diseases of spinal cord (G95),no.,124,63,187,0.8,0.3,0.5,G95,Other diseases of spinal cord,FALSE,FALSE
Other disorders of central nervous system (G96),no.,44,60,104,0.3,0.4,0.3,G96,Other disorders of central nervous system,FALSE,FALSE
"Postprocedural disorders of nervous system, not elsewhere classified (G97)",no.,1,0,1,NA,NA,NA,G97,"Postprocedural disorders of nervous system, not elsewhere classified",FALSE,FALSE
"Other disorders of nervous system, not elsewhere classified (G98)",no.,12,5,17,NA,NA,NA,G98,"Other disorders of nervous system, not elsewhere classified",FALSE,FALSE
CHAPTER VII Diseases of the eye and adnexa (H00-H59),no.,375,529,904,2.2,2.3,2.3,H00-H59,CHAPTER VII Diseases of the eye and adnexa,TRUE,FALSE
"Disorders of eyelid, lacrimal system and orbit (H00-H06)",no.,7,6,13,NA,NA,NA,H00-H06,"Disorders of eyelid, lacrimal system and orbit",FALSE,FALSE
Hordeolum and chalazion (H00),no.,0,0,0,NA,NA,NA,H00,Hordeolum and chalazion,FALSE,FALSE
Other inflammation of eyelid (H01),no.,0,0,0,NA,NA,NA,H01,Other inflammation of eyelid,FALSE,FALSE
Other disorders of eyelid (H02),no.,0,0,0,NA,NA,NA,H02,Other disorders of eyelid,FALSE,FALSE
Disorders of lacrimal system (H04),no.,1,1,2,NA,NA,NA,H04,Disorders of lacrimal system,FALSE,FALSE
Disorders of orbit (H05),no.,6,5,11,NA,NA,NA,H05,Disorders of orbit,FALSE,FALSE
Disorders of conjunctiva (H10-H13),no.,3,1,4,NA,NA,NA,H10-H13,Disorders of conjunctiva,FALSE,FALSE
Conjunctivitis (H10),no.,1,1,2,NA,NA,NA,H10,Conjunctivitis,FALSE,FALSE
Other disorders of conjunctiva (H11),no.,2,0,2,NA,NA,NA,H11,Other disorders of conjunctiva,FALSE,FALSE
"Disorders of sclera, cornea, iris and ciliary body (H15-H22)",no.,6,9,15,NA,NA,NA,H15-H22,"Disorders of sclera, cornea, iris and ciliary body",FALSE,FALSE
Disorders of sclera (H15),no.,0,0,0,NA,NA,NA,H15,Disorders of sclera,FALSE,FALSE
Keratitis (H16),no.,4,3,7,NA,NA,NA,H16,Keratitis,FALSE,FALSE
Corneal scars and opacities (H17),no.,0,0,0,NA,NA,NA,H17,Corneal scars and opacities,FALSE,FALSE
Other disorders of cornea (H18),no.,2,3,5,NA,NA,NA,H18,Other disorders of cornea,FALSE,FALSE
Iridocyclitis (H20),no.,0,3,3,NA,NA,NA,H20,Iridocyclitis,FALSE,FALSE
Other disorders of iris and ciliary body (H21),no.,0,0,0,NA,NA,NA,H21,Other disorders of iris and ciliary body,FALSE,FALSE
Disorders of lens (H25-H28),no.,46,45,91,0.3,0.2,0.2,H25-H28,Disorders of lens,FALSE,FALSE
Senile cataract (H25),no.,0,0,0,NA,NA,NA,H25,Senile cataract,FALSE,FALSE
Other cataract (H26),no.,46,45,91,0.3,0.2,0.2,H26,Other cataract,FALSE,FALSE
Other disorders of lens (H27),no.,0,0,0,NA,NA,NA,H27,Other disorders of lens,FALSE,FALSE
Disorders of choroid and retina (H30-H36),no.,109,205,314,0.6,0.8,0.8,H30-H36,Disorders of choroid and retina,FALSE,FALSE
Chorioretinal inflammation (H30),no.,0,0,0,NA,NA,NA,H30,Chorioretinal inflammation,FALSE,FALSE
Other disorders of choroid (H31),no.,0,0,0,NA,NA,NA,H31,Other disorders of choroid,FALSE,FALSE
Retinal detachments and breaks (H33),no.,6,2,8,NA,NA,NA,H33,Retinal detachments and breaks,FALSE,FALSE
Retinal vascular occlusions (H34),no.,3,9,12,NA,NA,NA,H34,Retinal vascular occlusions,FALSE,FALSE
Other retinal disorders (H35),no.,100,195,295,0.6,0.8,0.7,H35,Other retinal disorders,FALSE,FALSE
Glaucoma (H40-H42),no.,107,171,278,0.6,0.7,0.7,H40-H42,Glaucoma,FALSE,FALSE
Glaucoma (H40),no.,107,171,278,0.6,0.7,0.7,H40,Glaucoma,FALSE,FALSE
Disorders of vitreous body and globe (H43-H45),no.,8,5,13,NA,NA,NA,H43-H45,Disorders of vitreous body and globe,FALSE,FALSE
Disorders of vitreous body (H43),no.,6,1,7,NA,NA,NA,H43,Disorders of vitreous body,FALSE,FALSE
Disorders of globe (H44),no.,2,4,6,NA,NA,NA,H44,Disorders of globe,FALSE,FALSE
Disorders of optic nerve and visual pathways (H46-H48),no.,5,7,12,NA,NA,NA,H46-H48,Disorders of optic nerve and visual pathways,FALSE,FALSE
Optic neuritis (H46),no.,1,4,5,NA,NA,NA,H46,Optic neuritis,FALSE,FALSE
Other disorders of optic [2nd] nerve and visual pathways (H47),no.,4,3,7,NA,NA,NA,H47,Other disorders of optic [2nd] nerve and visual pathways,FALSE,FALSE
"Disorders of ocular muscles, binocular movement, accommodation and refraction (H49-H52)",no.,1,3,4,NA,NA,NA,H49-H52,"Disorders of ocular muscles, binocular movement, accommodation and refraction",FALSE,FALSE
Paralytic strabismus (H49),no.,1,3,4,NA,NA,NA,H49,Paralytic strabismus,FALSE,FALSE
Other strabismus (H50),no.,0,0,0,NA,NA,NA,H50,Other strabismus,FALSE,FALSE
Other disorders of binocular movement (H51),no.,0,0,0,NA,NA,NA,H51,Other disorders of binocular movement,FALSE,FALSE
Disorders of refraction and accommodation (H52),no.,0,0,0,NA,NA,NA,H52,Disorders of refraction and accommodation,FALSE,FALSE
Visual disturbances and blindness (H53-H54),no.,116,125,241,0.7,0.5,0.6,H53-H54,Visual disturbances and blindness,FALSE,FALSE
Visual disturbances (H53),no.,7,3,10,NA,NA,NA,H53,Visual disturbances,FALSE,FALSE
Visual impairment including blindness (binocular or monocular) (H54),no.,110,122,232,0.7,0.5,0.6,H54,Visual impairment including blindness,FALSE,FALSE
Other disorders of eye and adnexa (H55-H59),no.,5,3,8,NA,NA,NA,H55-H59,Other disorders of eye and adnexa,FALSE,FALSE
Nystagmus and other irregular eye movements (H55),no.,0,0,0,NA,NA,NA,H55,Nystagmus and other irregular eye movements,FALSE,FALSE
Other disorders of eye and adnexa (H57),no.,5,3,8,NA,NA,NA,H57,Other disorders of eye and adnexa,FALSE,FALSE
"Postprocedural disorders of eye and adnexa, not elsewhere classified (H59)",no.,0,0,0,NA,NA,NA,H59,"Postprocedural disorders of eye and adnexa, not elsewhere classified",FALSE,FALSE
CHAPTER VIII Diseases of the ear and mastoid process (H60-H95),no.,152,125,277,0.9,0.5,0.7,H60-H95,CHAPTER VIII Diseases of the ear and mastoid process,TRUE,FALSE
Diseases of external ear (H60-H62),no.,10,3,13,NA,NA,NA,H60-H62,Diseases of external ear,FALSE,FALSE
Otitis externa (H60),no.,10,3,13,NA,NA,NA,H60,Otitis externa,FALSE,FALSE
Other disorders of external ear (H61),no.,0,0,0,NA,NA,NA,H61,Other disorders of external ear,FALSE,FALSE
Diseases of middle ear and mastoid (H65-H75),no.,17,9,26,NA,NA,0.1,H65-H75,Diseases of middle ear and mastoid,FALSE,FALSE
Nonsuppurative otitis media (H65),no.,0,0,0,NA,NA,NA,H65,Nonsuppurative otitis media,FALSE,FALSE
Suppurative and unspecified otitis media (H66),no.,7,5,12,NA,NA,NA,H66,Suppurative and unspecified otitis media,FALSE,FALSE
Eustachian salpingitis and obstruction (H68),no.,0,0,0,NA,NA,NA,H68,Eustachian salpingitis and obstruction,FALSE,FALSE
Other disorders of Eustachian tube (H69),no.,0,0,0,NA,NA,NA,H69,Other disorders of Eustachian tube,FALSE,FALSE
Mastoiditis and related conditions (H70),no.,13,4,17,NA,NA,NA,H70,Mastoiditis and related conditions,FALSE,FALSE
Cholesteatoma of middle ear (H71),no.,0,0,0,NA,NA,NA,H71,Cholesteatoma of middle ear,FALSE,FALSE
Perforation of tympanic membrane (H72),no.,0,0,0,NA,NA,NA,H72,Perforation of tympanic membrane,FALSE,FALSE
Other disorders of tympanic membrane (H73),no.,0,0,0,NA,NA,NA,H73,Other disorders of tympanic membrane,FALSE,FALSE
Other disorders of middle ear and mastoid (H74),no.,0,1,1,NA,NA,NA,H74,Other disorders of middle ear and mastoid,FALSE,FALSE
Diseases of inner ear (H80-H83),no.,14,24,38,NA,0.1,0.1,H80-H83,Diseases of inner ear,FALSE,FALSE
Otosclerosis (H80),no.,0,0,0,NA,NA,NA,H80,Otosclerosis,FALSE,FALSE
Disorders of vestibular function (H81),no.,14,24,38,NA,0.1,0.1,H81,Disorders of vestibular function,FALSE,FALSE
Other diseases of inner ear (H83),no.,0,0,0,NA,NA,NA,H83,Other diseases of inner ear,FALSE,FALSE
Other disorders of ear (H90-H95),no.,112,92,204,0.7,0.4,0.5,H90-H95,Other disorders of ear,FALSE,FALSE
Conductive and sensorineural hearing loss (H90),no.,4,3,7,NA,NA,NA,H90,Conductive and sensorineural hearing loss,FALSE,FALSE
Other hearing loss (H91),no.,103,88,191,0.6,0.4,0.5,H91,Other hearing loss,FALSE,FALSE
Otalgia and effusion of ear (H92),no.,0,0,0,NA,NA,NA,H92,Otalgia and effusion of ear,FALSE,FALSE
"Other disorders of ear, not elsewhere classified (H93)",no.,6,1,7,NA,NA,NA,H93,"Other disorders of ear, not elsewhere classified",FALSE,FALSE
"Postprocedural disorders of ear and mastoid process, not elsewhere classified (H95)",no.,0,0,0,NA,NA,NA,H95,"Postprocedural disorders of ear and mastoid process, not elsewhere classified",FALSE,FALSE
CHAPTER IX Diseases of the circulatory system (I00-I99),no.,50003,44641,94644,299.1,204.1,248.5,I00-I99,CHAPTER IX Diseases of the circulatory system,TRUE,FALSE
Acute rheumatic fever (I00-I02),no.,28,55,83,0.2,0.3,0.2,I00-I02,Acute rheumatic fever,FALSE,FALSE
Rheumatic fever without mention of heart involvement (I00),no.,10,19,29,NA,NA,0.1,I00,Rheumatic fever without mention of heart involvement,FALSE,FALSE
Rheumatic fever with heart involvement (I01),no.,18,36,54,NA,0.2,0.2,I01,Rheumatic fever with heart involvement,FALSE,FALSE
Rheumatic chorea (I02),no.,0,0,0,NA,NA,NA,I02,Rheumatic chorea,FALSE,FALSE
Chronic rheumatic heart diseases (I05-I09),no.,351,487,838,2.1,2.4,2.2,I05-I09,Chronic rheumatic heart diseases,FALSE,FALSE
Rheumatic mitral valve diseases (I05),no.,203,246,449,1.2,1.2,1.2,I05,Rheumatic mitral valve diseases,FALSE,FALSE
Rheumatic aortic valve diseases (I06),no.,5,4,9,NA,NA,NA,I06,Rheumatic aortic valve diseases,FALSE,FALSE
Rheumatic tricuspid valve diseases (I07),no.,92,144,236,0.6,0.7,0.6,I07,Rheumatic tricuspid valve diseases,FALSE,FALSE
Multiple valve diseases (I08),no.,52,76,128,0.3,0.3,0.3,I08,Multiple valve diseases,FALSE,FALSE
Other rheumatic heart diseases (I09),no.,44,104,148,0.3,0.6,0.4,I09,Other rheumatic heart diseases,FALSE,FALSE
Hypertensive diseases (I10-I15),no.,12476,12892,25368,74.4,58.1,66.2,I10-I15,Hypertensive diseases,FALSE,FALSE
Essential (primary) hypertension (I10),no.,11253,12167,23420,66.9,54.6,60.8,I10,Essential,FALSE,FALSE
Hypertensive heart disease (I11),no.,1140,902,2042,7,4.2,5.6,I11,Hypertensive heart disease,FALSE,FALSE
Hypertensive renal disease (I12),no.,210,282,492,1.3,1.2,1.3,I12,Hypertensive renal disease,FALSE,FALSE
Hypertensive heart and renal disease (I13),no.,395,335,730,2.3,1.5,1.9,I13,Hypertensive heart and renal disease,FALSE,FALSE
Secondary hypertension (I15),no.,80,114,194,0.5,0.5,0.5,I15,Secondary hypertension,FALSE,FALSE
Ischaemic heart diseases (I20-I25),no.,21510,12702,34212,128.8,57.9,90.5,I20-I25,Ischaemic heart diseases,FALSE,FALSE
Angina pectoris (I20),no.,62,73,135,0.4,0.3,0.3,I20,Angina pectoris,FALSE,FALSE
Acute myocardial infarction (I21),no.,5133,3742,8875,30.7,17.1,23.4,I21,Acute myocardial infarction,FALSE,FALSE
Subsequent myocardial infarction (I22),no.,0,0,0,NA,NA,NA,I22,Subsequent myocardial infarction,FALSE,FALSE
Certain current complications following acute myocardial infarction (I23),no.,8,6,14,NA,NA,NA,I23,Certain current complications following acute myocardial infarction,FALSE,FALSE
Other acute ischaemic heart diseases (I24),no.,681,494,1175,4.1,2.3,3.1,I24,Other acute ischaemic heart diseases,FALSE,FALSE
Chronic ischaemic heart disease (I25),no.,18188,9687,27875,108.9,44.3,73.9,I25,Chronic ischaemic heart disease,FALSE,FALSE
Pulmonary heart disease and diseases of pulmonary circulation (I26-I28),no.,2750,3011,5761,16.6,15.1,15.8,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation,FALSE,FALSE
Pulmonary embolism (I26),no.,1747,1723,3470,10.6,8.7,9.6,I26,Pulmonary embolism,FALSE,FALSE
Other pulmonary heart diseases (I27),no.,1034,1341,2375,6.2,6.6,6.4,I27,Other pulmonary heart diseases,FALSE,FALSE
Other diseases of pulmonary vessels (I28),no.,11,7,18,NA,NA,NA,I28,Other diseases of pulmonary vessels,FALSE,FALSE
Other forms of heart disease (I30-I52),no.,26662,25072,51734,159,112.3,134,I30-I52,Other forms of heart disease,FALSE,FALSE
Acute pericarditis (I30),no.,4,3,7,NA,NA,NA,I30,Acute pericarditis,FALSE,FALSE
Other diseases of pericardium (I31),no.,307,266,573,1.9,1.4,1.6,I31,Other diseases of pericardium,FALSE,FALSE
Acute and subacute endocarditis (I33),no.,333,156,489,2.1,0.8,1.4,I33,Acute and subacute endocarditis,FALSE,FALSE
Nonrheumatic mitral valve disorders (I34),no.,354,405,759,2.1,1.9,2,I34,Nonrheumatic mitral valve disorders,FALSE,FALSE
Nonrheumatic aortic valve disorders (I35),no.,1893,1622,3515,11.2,7.1,8.9,I35,Nonrheumatic aortic valve disorders,FALSE,FALSE
Nonrheumatic tricuspid valve disorders (I36),no.,5,13,18,NA,NA,NA,I36,Nonrheumatic tricuspid valve disorders,FALSE,FALSE
Pulmonary valve disorders (I37),no.,3,3,6,NA,NA,NA,I37,Pulmonary valve disorders,FALSE,FALSE
"Endocarditis, valve unspecified (I38)",no.,580,560,1140,3.4,2.6,3,I38,"Endocarditis, valve unspecified",FALSE,FALSE
Acute myocarditis (I40),no.,16,15,31,NA,NA,0.1,I40,Acute myocarditis,FALSE,FALSE
Cardiomyopathy (I42),no.,1628,1054,2682,10.1,5.3,7.6,I42,Cardiomyopathy,FALSE,FALSE
Atrioventricular and left bundle-branch block (I44),no.,284,237,521,1.7,1,1.3,I44,Atrioventricular and left bundle-branch block,FALSE,FALSE
Other conduction disorders (I45),no.,589,383,972,3.5,1.6,2.4,I45,Other conduction disorders,FALSE,FALSE
Cardiac arrest (I46),no.,4951,4571,9522,29.8,21.1,25.2,I46,Cardiac arrest,FALSE,FALSE
Paroxysmal tachycardia (I47),no.,234,151,385,1.4,0.7,1,I47,Paroxysmal tachycardia,FALSE,FALSE
Atrial fibrillation and flutter (I48),no.,8528,8685,17213,50.1,37.5,43.3,I48,Atrial fibrillation and flutter,FALSE,FALSE
Other cardiac arrhythmias (I49),no.,1154,762,1916,7.1,3.7,5.3,I49,Other cardiac arrhythmias,FALSE,FALSE
Heart failure (I50),no.,12328,12731,25059,72.8,55.7,63.5,I50,Heart failure,FALSE,FALSE
Complications and ill-defined descriptions of heart disease (I51),no.,1849,1244,3093,11.6,6.1,8.7,I51,Complications and ill-defined descriptions of heart disease,FALSE,FALSE
Cerebrovascular diseases (I60-I69),no.,9397,10133,19530,55.9,46.3,50.9,I60-I69,Cerebrovascular diseases,FALSE,FALSE
Subarachnoid haemorrhage (I60),no.,338,461,799,2.1,2.5,2.3,I60,Subarachnoid haemorrhage,FALSE,FALSE
Intracerebral haemorrhage (I61),no.,1122,1110,2232,6.8,5.4,6.1,I61,Intracerebral haemorrhage,FALSE,FALSE
Other nontraumatic intracranial haemorrhage (I62),no.,1079,940,2019,6.5,4.6,5.5,I62,Other nontraumatic intracranial haemorrhage,FALSE,FALSE
Cerebral infarction (I63),no.,1545,1602,3147,9.2,7.5,8.3,I63,Cerebral infarction,FALSE,FALSE
"Stroke, not specified as haemorrhage or infarction (I64)",no.,3481,4239,7720,20.5,18.5,19.6,I64,"Stroke, not specified as haemorrhage or infarction",FALSE,FALSE
"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction (I65)",no.,6,1,7,NA,NA,NA,I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",FALSE,FALSE
"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction (I66)",no.,2,1,3,NA,NA,NA,I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",FALSE,FALSE
Other cerebrovascular diseases (I67),no.,918,1129,2047,5.4,5,5.2,I67,Other cerebrovascular diseases,FALSE,FALSE
Sequelae of cerebrovascular disease (I69),no.,1775,1699,3474,10.5,7.6,8.9,I69,Sequelae of cerebrovascular disease,FALSE,FALSE
"Diseases of arteries, arterioles and capillaries (I70-I79)",no.,3826,2543,6369,22.7,11.9,16.8,I70-I79,"Diseases of arteries, arterioles and capillaries",FALSE,FALSE
Atherosclerosis (I70),no.,412,338,750,2.4,1.5,1.9,I70,Atherosclerosis,FALSE,FALSE
Aortic aneurysm and dissection (I71),no.,1098,625,1723,6.5,2.9,4.6,I71,Aortic aneurysm and dissection,FALSE,FALSE
Other aneurysm and dissection (I72),no.,103,93,196,0.6,0.5,0.5,I72,Other aneurysm and dissection,FALSE,FALSE
Other peripheral vascular diseases (I73),no.,2038,1292,3330,12,5.9,8.7,I73,Other peripheral vascular diseases,FALSE,FALSE
Arterial embolism and thrombosis (I74),no.,153,128,281,0.9,0.6,0.8,I74,Arterial embolism and thrombosis,FALSE,FALSE
Other disorders of arteries and arterioles (I77),no.,200,177,377,1.2,0.9,1,I77,Other disorders of arteries and arterioles,FALSE,FALSE
Diseases of capillaries (I78),no.,16,18,34,NA,NA,0.1,I78,Diseases of capillaries,FALSE,FALSE
"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",no.,950,973,1923,5.9,5,5.4,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",FALSE,FALSE
Phlebitis and thrombophlebitis (I80),no.,466,519,985,2.9,2.6,2.7,I80,Phlebitis and thrombophlebitis,FALSE,FALSE
Portal vein thrombosis (I81),no.,87,46,133,0.5,0.2,0.4,I81,Portal vein thrombosis,FALSE,FALSE
Other venous embolism and thrombosis (I82),no.,127,109,236,0.8,0.6,0.7,I82,Other venous embolism and thrombosis,FALSE,FALSE
