cause_icd10,unit,reported_alone,with_1_other,with_2_other,with_3_other,with_4_other,with_5_plus,icd10_code,cause_name,is_chapter,is_total
Paralytic strabismus (H49),no.,1,0,0,0,0,1,H49,Paralytic strabismus,FALSE,FALSE
Other strabismus (H50),no.,0,0,0,0,0,NA,H50,Other strabismus,FALSE,FALSE
Other disorders of binocular movement (H51),no.,0,0,0,0,0,NA,H51,Other disorders of binocular movement,FALSE,FALSE
Disorders of refraction and accommodation (H52),no.,0,0,0,0,0,NA,H52,Disorders of refraction and accommodation,FALSE,FALSE
Visual disturbances and blindness (H53-H54),no.,0,0,0,0,0,NA,H53-H54,Visual disturbances and blindness,FALSE,FALSE
Visual disturbances (H53),no.,0,0,0,0,0,NA,H53,Visual disturbances,FALSE,FALSE
Visual impairment including blindness (binocular or monocular) (H54),no.,0,0,0,0,0,NA,H54,Visual impairment including blindness,FALSE,FALSE
Other disorders of eye and adnexa (H55-H59),no.,0,0,0,0,0,NA,H55-H59,Other disorders of eye and adnexa,FALSE,FALSE
Nystagmus and other irregular eye movements (H55),no.,0,0,0,0,0,NA,H55,Nystagmus and other irregular eye movements,FALSE,FALSE
Other disorders of eye and adnexa (H57),no.,0,0,0,0,0,NA,H57,Other disorders of eye and adnexa,FALSE,FALSE
"Postprocedural disorders of eye and adnexa, not elsewhere classified (H59)",no.,0,0,0,0,0,NA,H59,"Postprocedural disorders of eye and adnexa, not elsewhere classified",FALSE,FALSE
CHAPTER VIII Diseases of the ear and mastoid process (H60-H95),no.,1,2,4,4,8,4.5,H60-H95,CHAPTER VIII Diseases of the ear and mastoid process,TRUE,FALSE
Diseases of external ear (H60-H62),no.,1,0,0,1,1,3.3,H60-H62,Diseases of external ear,FALSE,FALSE
Otitis externa (H60),no.,1,0,0,1,1,3.3,H60,Otitis externa,FALSE,FALSE
Other disorders of external ear (H61),no.,0,0,0,0,0,NA,H61,Other disorders of external ear,FALSE,FALSE
Diseases of middle ear and mastoid (H65-H75),no.,0,2,3,2,7,4.9,H65-H75,Diseases of middle ear and mastoid,FALSE,FALSE
Nonsuppurative otitis media (H65),no.,0,0,0,0,0,NA,H65,Nonsuppurative otitis media,FALSE,FALSE
Suppurative and unspecified otitis media (H66),no.,0,0,1,1,4,5.7,H66,Suppurative and unspecified otitis media,FALSE,FALSE
Eustachian salpingitis and obstruction (H68),no.,0,0,0,0,0,NA,H68,Eustachian salpingitis and obstruction,FALSE,FALSE
Other disorders of Eustachian tube (H69),no.,0,0,0,0,0,NA,H69,Other disorders of Eustachian tube,FALSE,FALSE
Mastoiditis and related conditions (H70),no.,0,2,2,1,3,4.3,H70,Mastoiditis and related conditions,FALSE,FALSE
Cholesteatoma of middle ear (H71),no.,0,0,0,0,0,NA,H71,Cholesteatoma of middle ear,FALSE,FALSE
Perforation of tympanic membrane (H72),no.,0,0,0,0,0,NA,H72,Perforation of tympanic membrane,FALSE,FALSE
Other disorders of tympanic membrane (H73),no.,0,0,0,0,0,NA,H73,Other disorders of tympanic membrane,FALSE,FALSE
Other disorders of middle ear and mastoid (H74),no.,0,0,0,0,0,NA,H74,Other disorders of middle ear and mastoid,FALSE,FALSE
Diseases of inner ear (H80-H83),no.,0,0,0,0,0,NA,H80-H83,Diseases of inner ear,FALSE,FALSE
Otosclerosis (H80),no.,0,0,0,0,0,NA,H80,Otosclerosis,FALSE,FALSE
Disorders of vestibular function (H81),no.,0,0,0,0,0,NA,H81,Disorders of vestibular function,FALSE,FALSE
Other diseases of inner ear (H83),no.,0,0,0,0,0,NA,H83,Other diseases of inner ear,FALSE,FALSE
Other disorders of ear (H90-H95),no.,0,0,1,1,0,3.5,H90-H95,Other disorders of ear,FALSE,FALSE
Conductive and sensorineural hearing loss (H90),no.,0,0,0,0,0,NA,H90,Conductive and sensorineural hearing loss,FALSE,FALSE
Other hearing loss (H91),no.,0,0,1,1,0,3.5,H91,Other hearing loss,FALSE,FALSE
Otalgia and effusion of ear (H92),no.,0,0,0,0,0,NA,H92,Otalgia and effusion of ear,FALSE,FALSE
"Other disorders of ear, not elsewhere classified (H93)",no.,0,0,0,0,0,NA,H93,"Other disorders of ear, not elsewhere classified",FALSE,FALSE
"Postprocedural disorders of ear and mastoid process, not elsewhere classified (H95)",no.,0,0,0,0,0,NA,H95,"Postprocedural disorders of ear and mastoid process, not elsewhere classified",FALSE,FALSE
CHAPTER IX Diseases of the circulatory system (I00-I99),no.,5089,8381,9027,7468,12333,3.7,I00-I99,CHAPTER IX Diseases of the circulatory system,TRUE,FALSE
Acute rheumatic fever (I00-I02),no.,0,2,6,6,14,5,I00-I02,Acute rheumatic fever,FALSE,FALSE
Rheumatic fever without mention of heart involvement (I00),no.,0,0,0,0,0,NA,I00,Rheumatic fever without mention of heart involvement,FALSE,FALSE
Rheumatic fever with heart involvement (I01),no.,0,2,6,6,14,5,I01,Rheumatic fever with heart involvement,FALSE,FALSE
Rheumatic chorea (I02),no.,0,0,0,0,0,NA,I02,Rheumatic chorea,FALSE,FALSE
Chronic rheumatic heart diseases (I05-I09),no.,7,25,57,57,202,5.4,I05-I09,Chronic rheumatic heart diseases,FALSE,FALSE
Rheumatic mitral valve diseases (I05),no.,4,7,26,26,59,4.8,I05,Rheumatic mitral valve diseases,FALSE,FALSE
Rheumatic aortic valve diseases (I06),no.,0,0,0,0,1,11,I06,Rheumatic aortic valve diseases,FALSE,FALSE
Rheumatic tricuspid valve diseases (I07),no.,1,11,17,11,31,4.6,I07,Rheumatic tricuspid valve diseases,FALSE,FALSE
Multiple valve diseases (I08),no.,1,2,4,10,95,7,I08,Multiple valve diseases,FALSE,FALSE
Other rheumatic heart diseases (I09),no.,1,5,10,10,16,4.4,I09,Other rheumatic heart diseases,FALSE,FALSE
Hypertensive diseases (I10-I15),no.,127,283,491,586,1375,4.6,I10-I15,Hypertensive diseases,FALSE,FALSE
Essential (primary) hypertension (I10),no.,20,177,259,186,202,3.7,I10,Essential,FALSE,FALSE
Hypertensive heart disease (I11),no.,96,89,148,231,550,4.6,I11,Hypertensive heart disease,FALSE,FALSE
Hypertensive renal disease (I12),no.,2,1,52,100,256,5.3,I12,Hypertensive renal disease,FALSE,FALSE
Hypertensive heart and renal disease (I13),no.,9,16,32,69,367,5.8,I13,Hypertensive heart and renal disease,FALSE,FALSE
Secondary hypertension (I15),no.,0,0,0,0,0,NA,I15,Secondary hypertension,FALSE,FALSE
Ischaemic heart diseases (I20-I25),no.,1525,2988,3510,3092,5160,3.9,I20-I25,Ischaemic heart diseases,FALSE,FALSE
Angina pectoris (I20),no.,1,3,5,1,9,5.1,I20,Angina pectoris,FALSE,FALSE
Acute myocardial infarction (I21),no.,506,1104,1285,1104,1544,3.7,I21,Acute myocardial infarction,FALSE,FALSE
Subsequent myocardial infarction (I22),no.,0,0,0,0,0,NA,I22,Subsequent myocardial infarction,FALSE,FALSE
Certain current complications following acute myocardial infarction (I23),no.,0,0,0,0,0,NA,I23,Certain current complications following acute myocardial infarction,FALSE,FALSE
Other acute ischaemic heart diseases (I24),no.,50,125,101,77,116,3.5,I24,Other acute ischaemic heart diseases,FALSE,FALSE
Chronic ischaemic heart disease (I25),no.,968,1756,2119,1910,3491,4,I25,Chronic ischaemic heart disease,FALSE,FALSE
Pulmonary heart disease and diseases of pulmonary circulation (I26-I28),no.,127,143,170,185,298,3.8,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation,FALSE,FALSE
Pulmonary embolism (I26),no.,106,86,78,70,68,2.9,I26,Pulmonary embolism,FALSE,FALSE
Other pulmonary heart diseases (I27),no.,21,56,91,110,228,4.6,I27,Other pulmonary heart diseases,FALSE,FALSE
Other diseases of pulmonary vessels (I28),no.,0,1,1,5,2,4.9,I28,Other diseases of pulmonary vessels,FALSE,FALSE
Other forms of heart disease (I30-I52),no.,1166,2228,2419,1834,2749,3.6,I30-I52,Other forms of heart disease,FALSE,FALSE
Acute pericarditis (I30),no.,0,0,0,0,2,5.5,I30,Acute pericarditis,FALSE,FALSE
Other diseases of pericardium (I31),no.,22,16,19,14,25,3.5,I31,Other diseases of pericardium,FALSE,FALSE
Acute and subacute endocarditis (I33),no.,8,28,48,41,91,4.4,I33,Acute and subacute endocarditis,FALSE,FALSE
Nonrheumatic mitral valve disorders (I34),no.,2,29,49,68,115,4.6,I34,Nonrheumatic mitral valve disorders,FALSE,FALSE
Nonrheumatic aortic valve disorders (I35),no.,31,160,256,253,536,4.5,I35,Nonrheumatic aortic valve disorders,FALSE,FALSE
Nonrheumatic tricuspid valve disorders (I36),no.,0,0,0,0,1,6,I36,Nonrheumatic tricuspid valve disorders,FALSE,FALSE
Pulmonary valve disorders (I37),no.,0,0,0,2,0,4,I37,Pulmonary valve disorders,FALSE,FALSE
"Endocarditis, valve unspecified (I38)",no.,17,64,77,65,141,4.1,I38,"Endocarditis, valve unspecified",FALSE,FALSE
Acute myocarditis (I40),no.,4,3,4,3,5,3.5,I40,Acute myocarditis,FALSE,FALSE
Cardiomyopathy (I42),no.,76,173,231,211,392,4.1,I42,Cardiomyopathy,FALSE,FALSE
Atrioventricular and left bundle-branch block (I44),no.,18,21,16,17,26,3.5,I44,Atrioventricular and left bundle-branch block,FALSE,FALSE
Other conduction disorders (I45),no.,3,8,22,12,32,4.3,I45,Other conduction disorders,FALSE,FALSE
Cardiac arrest (I46),no.,7,1,1,0,0,1.3,I46,Cardiac arrest,FALSE,FALSE
Paroxysmal tachycardia (I47),no.,0,13,10,3,11,3.7,I47,Paroxysmal tachycardia,FALSE,FALSE
Atrial fibrillation and flutter (I48),no.,24,442,650,557,764,4,I48,Atrial fibrillation and flutter,FALSE,FALSE
Other cardiac arrhythmias (I49),no.,27,45,38,33,56,3.7,I49,Other cardiac arrhythmias,FALSE,FALSE
Heart failure (I50),no.,848,1068,873,471,440,2.7,I50,Heart failure,FALSE,FALSE
Complications and ill-defined descriptions of heart disease (I51),no.,79,157,125,84,112,3.2,I51,Complications and ill-defined descriptions of heart disease,FALSE,FALSE
Cerebrovascular diseases (I60-I69),no.,1831,2196,1903,1337,1880,3.2,I60-I69,Cerebrovascular diseases,FALSE,FALSE
Subarachnoid haemorrhage (I60),no.,147,171,122,69,111,2.9,I60,Subarachnoid haemorrhage,FALSE,FALSE
Intracerebral haemorrhage (I61),no.,388,358,249,156,197,2.7,I61,Intracerebral haemorrhage,FALSE,FALSE
Other nontraumatic intracranial haemorrhage (I62),no.,279,270,192,158,196,2.9,I62,Other nontraumatic intracranial haemorrhage,FALSE,FALSE
Cerebral infarction (I63),no.,302,319,335,221,352,3.3,I63,Cerebral infarction,FALSE,FALSE
"Stroke, not specified as haemorrhage or infarction (I64)",no.,627,834,686,513,648,3.1,I64,"Stroke, not specified as haemorrhage or infarction",FALSE,FALSE
"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction (I65)",no.,0,0,0,0,0,NA,I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",FALSE,FALSE
"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction (I66)",no.,0,0,0,0,0,NA,I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",FALSE,FALSE
Other cerebrovascular diseases (I67),no.,41,96,110,80,129,3.7,I67,Other cerebrovascular diseases,FALSE,FALSE
Sequelae of cerebrovascular disease (I69),no.,47,148,209,140,247,4,I69,Sequelae of cerebrovascular disease,FALSE,FALSE
"Diseases of arteries, arterioles and capillaries (I70-I79)",no.,295,446,419,326,527,3.5,I70-I79,"Diseases of arteries, arterioles and capillaries",FALSE,FALSE
Atherosclerosis (I70),no.,6,8,9,5,14,3.6,I70,Atherosclerosis,FALSE,FALSE
Aortic aneurysm and dissection (I71),no.,218,256,215,142,221,3.2,I71,Aortic aneurysm and dissection,FALSE,FALSE
Other aneurysm and dissection (I72),no.,7,16,11,20,26,4.1,I72,Other aneurysm and dissection,FALSE,FALSE
Other peripheral vascular diseases (I73),no.,50,122,142,124,207,3.9,I73,Other peripheral vascular diseases,FALSE,FALSE
Arterial embolism and thrombosis (I74),no.,8,14,11,8,13,3.4,I74,Arterial embolism and thrombosis,FALSE,FALSE
Other disorders of arteries and arterioles (I77),no.,6,27,29,25,42,4,I77,Other disorders of arteries and arterioles,FALSE,FALSE
Diseases of capillaries (I78),no.,0,3,2,2,4,3.9,I78,Diseases of capillaries,FALSE,FALSE
"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",no.,4,63,49,43,124,4.3,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",FALSE,FALSE
Phlebitis and thrombophlebitis (I80),no.,1,50,29,24,70,4.1,I80,Phlebitis and thrombophlebitis,FALSE,FALSE
Portal vein thrombosis (I81),no.,0,1,1,6,5,4.8,I81,Portal vein thrombosis,FALSE,FALSE
Other venous embolism and thrombosis (I82),no.,0,1,4,3,7,4.3,I82,Other venous embolism and thrombosis,FALSE,FALSE
Varicose veins of lower extremities (I83),no.,1,7,8,4,24,4.9,I83,Varicose veins of lower extremities,FALSE,FALSE
Haemorrhoids (I84),no.,0,0,0,0,0,NA,I84,Haemorrhoids,FALSE,FALSE
Oesophageal varices (I85),no.,1,1,3,0,3,4,I85,Oesophageal varices,FALSE,FALSE
Varicose veins of other sites (I86),no.,0,0,0,0,0,NA,I86,Varicose veins of other sites,FALSE,FALSE
Other disorders of veins (I87),no.,0,3,1,4,6,4.4,I87,Other disorders of veins,FALSE,FALSE
Nonspecific lymphadenitis (I88),no.,0,0,0,0,0,NA,I88,Nonspecific lymphadenitis,FALSE,FALSE
Other noninfective disorders of lymphatic vessels and lymph nodes (I89),no.,1,0,3,2,9,4.8,I89,Other noninfective disorders of lymphatic vessels and lymph nodes,FALSE,FALSE
Other and unspecified disorders of the circulatory system (I95-I99),no.,7,7,3,2,4,3.2,I95-I99,Other and unspecified disorders of the circulatory system,FALSE,FALSE
Hypotension (I95),no.,1,2,2,1,2,3.8,I95,Hypotension,FALSE,FALSE
"Postprocedural disorders of circulatory system, not elsewhere classified (I97)",no.,0,0,0,0,0,NA,I97,"Postprocedural disorders of circulatory system, not elsewhere classified",FALSE,FALSE
Other and unspecified disorders of circulatory system (I99),no.,6,5,1,1,2,2.9,I99,Other and unspecified disorders of circulatory system,FALSE,FALSE
CHAPTER X Diseases of the respiratory system (J00-J99),no.,2678,3352,3328,2841,4889,3.6,J00-J99,CHAPTER X Diseases of the respiratory system,TRUE,FALSE
Acute upper respiratory infections (J00-J06),no.,0,1,1,0,2,4.5,J00-J06,Acute upper respiratory infections,FALSE,FALSE
Acute nasopharyngitis [common cold] (J00),no.,0,1,0,0,0,2,J00,Acute nasopharyngitis [common cold],FALSE,FALSE
Acute sinusitis (J01),no.,0,0,0,0,0,NA,J01,Acute sinusitis,FALSE,FALSE
Acute pharyngitis (J02),no.,0,0,0,0,0,NA,J02,Acute pharyngitis,FALSE,FALSE
Acute tonsillitis (J03),no.,0,0,0,0,1,6,J03,Acute tonsillitis,FALSE,FALSE
Acute laryngitis and tracheitis (J04),no.,0,0,0,0,0,NA,J04,Acute laryngitis and tracheitis,FALSE,FALSE
Acute obstructive laryngitis [croup] and epiglottitis (J05),no.,0,0,0,0,0,NA,J05,Acute obstructive laryngitis [croup] and epiglottitis,FALSE,FALSE
Acute upper respiratory infections of multiple and unspecified sites (J06),no.,0,0,1,0,1,5,J06,Acute upper respiratory infections of multiple and unspecified sites,FALSE,FALSE
Influenza and pneumonia (J09-J18),no.,827,801,687,525,825,3.2,J09-J18,Influenza and pneumonia,FALSE,FALSE
Influenza due to certain identified influenza virus (J09),no.,0,1,0,0,1,6,J09,Influenza due to certain identified influenza virus,FALSE,FALSE
Influenza due to other identified influenza virus (J10),no.,25,79,120,159,331,4.6,J10,Influenza due to other identified influenza virus,FALSE,FALSE
"Influenza, virus not identified (J11)",no.,5,15,22,20,49,4.5,J11,"Influenza, virus not identified",FALSE,FALSE
"Viral pneumonia, not elsewhere classified (J12)",no.,33,24,44,29,44,3.4,J12,"Viral pneumonia, not elsewhere classified",FALSE,FALSE
Pneumonia due to Streptococcus pneumoniae (J13),no.,3,6,3,1,4,2.9,J13,Pneumonia due to Streptococcus pneumoniae,FALSE,FALSE
Pneumonia due to Haemophilus influenzae (J14),no.,2,0,0,2,1,3.4,J14,Pneumonia due to Haemophilus influenzae,FALSE,FALSE
"Bacterial pneumonia, not elsewhere classified (J15)",no.,15,15,26,10,17,3.2,J15,"Bacterial pneumonia, not elsewhere classified",FALSE,FALSE
"Pneumonia due to other infectious organisms, not elsewhere classified (J16)",no.,0,1,0,0,0,2,J16,"Pneumonia due to other infectious organisms, not elsewhere classified",FALSE,FALSE
"Pneumonia, organism unspecified (J18)",no.,744,660,472,304,378,2.7,J18,"Pneumonia, organism unspecified",FALSE,FALSE
Other acute lower respiratory infections (J20-J22),no.,65,84,66,42,45,2.9,J20-J22,Other acute lower respiratory infections,FALSE,FALSE
Acute bronchitis (J20),no.,0,2,3,0,3,4,J20,Acute bronchitis,FALSE,FALSE
Acute bronchiolitis (J21),no.,0,1,0,1,1,4.7,J21,Acute bronchiolitis,FALSE,FALSE
Unspecified acute lower respiratory infection (J22),no.,65,81,63,41,41,2.8,J22,Unspecified acute lower respiratory infection,FALSE,FALSE
Other diseases of upper respiratory tract (J30-J39),no.,2,6,12,12,15,4,J30-J39,Other diseases of upper respiratory tract,FALSE,FALSE
Vasomotor and allergic rhinitis (J30),no.,0,0,0,0,0,NA,J30,Vasomotor and allergic rhinitis,FALSE,FALSE
"Chronic rhinitis, nasopharyngitis and pharyngitis (J31)",no.,0,0,0,0,0,NA,J31,"Chronic rhinitis, nasopharyngitis and pharyngitis",FALSE,FALSE
Chronic sinusitis (J32),no.,0,1,2,2,4,4.7,J32,Chronic sinusitis,FALSE,FALSE
Nasal polyp (J33),no.,0,0,0,0,0,NA,J33,Nasal polyp,FALSE,FALSE
Other disorders of nose and nasal sinuses (J34),no.,0,0,0,0,0,NA,J34,Other disorders of nose and nasal sinuses,FALSE,FALSE
Chronic diseases of tonsils and adenoids (J35),no.,0,0,0,0,1,5,J35,Chronic diseases of tonsils and adenoids,FALSE,FALSE
Peritonsillar abscess (J36),no.,0,0,0,1,0,4,J36,Peritonsillar abscess,FALSE,FALSE
Chronic laryngitis and laryngotracheitis (J37),no.,0,0,0,0,0,NA,J37,Chronic laryngitis and laryngotracheitis,FALSE,FALSE
"Diseases of vocal cords and larynx, not elsewhere classified (J38)",no.,1,2,8,4,6,3.8,J38,"Diseases of vocal cords and larynx, not elsewhere classified",FALSE,FALSE
Other diseases of upper respiratory tract (J39),no.,1,3,2,5,4,3.9,J39,Other diseases of upper respiratory tract,FALSE,FALSE
Chronic lower respiratory diseases (J40-J47),no.,910,1491,1828,1730,3270,4,J40-J47,Chronic lower respiratory diseases,FALSE,FALSE
"Bronchitis, not specified as acute or chronic (J40)",no.,0,1,3,0,3,4.3,J40,"Bronchitis, not specified as acute or chronic",FALSE,FALSE
Simple and mucopurulent chronic bronchitis (J41),no.,0,0,0,0,0,NA,J41,Simple and mucopurulent chronic bronchitis,FALSE,FALSE
Unspecified chronic bronchitis (J42),no.,1,0,2,0,6,5.6,J42,Unspecified chronic bronchitis,FALSE,FALSE
Emphysema (J43),no.,47,106,158,139,269,4.2,J43,Emphysema,FALSE,FALSE
Other chronic obstructive pulmonary disease (J44),no.,806,1244,1472,1422,2652,4,J44,Other chronic obstructive pulmonary disease,FALSE,FALSE
Asthma (J45),no.,29,63,107,95,177,4.2,J45,Asthma,FALSE,FALSE
Status asthmaticus (J46),no.,1,2,1,1,2,3.6,J46,Status asthmaticus,FALSE,FALSE
Bronchiectasis (J47),no.,26,75,85,73,161,4,J47,Bronchiectasis,FALSE,FALSE
Lung diseases due to external agents (J60-J70),no.,422,402,287,188,221,2.8,J60-J70,Lung diseases due to external agents,FALSE,FALSE
Coalworker's pneumoconiosis (J60),no.,0,1,0,0,1,6,J60,Coalworker's pneumoconiosis,FALSE,FALSE
Pneumoconiosis due to asbestos and other mineral fibres (J61),no.,6,16,26,22,52,4.4,J61,Pneumoconiosis due to asbestos and other mineral fibres,FALSE,FALSE
Pneumoconiosis due to dust containing silica (J62),no.,0,1,2,1,7,5,J62,Pneumoconiosis due to dust containing silica,FALSE,FALSE
Pneumoconiosis due to other inorganic dusts (J63),no.,0,0,0,0,0,NA,J63,Pneumoconiosis due to other inorganic dusts,FALSE,FALSE
Unspecified pneumoconiosis (J64),no.,0,0,0,1,1,5,J64,Unspecified pneumoconiosis,FALSE,FALSE
